respondent_id,xyz_vaccine,seasonal_vaccine
26707,0.08797091971702345,0.27276786898139893
26708,0.045733758842131635,0.04549708477683728
26709,0.43742417125562444,0.6775929633545067
26710,0.48575795699091856,0.8819003624869894
26711,0.21315793292701038,0.5008955841496685
26712,0.4364161615911277,0.9203408971157762
26713,0.3538195115318138,0.5196749211267669
26714,0.16893289949371826,0.31604335744295353
26715,0.038564190435738534,0.18156714726057796
26716,0.1932818204507419,0.8580604550781017
26717,0.020158983414420465,0.36874185859508357
26718,0.2301981840430981,0.48923587698616233
26719,0.10492181119650883,0.9294752596062906
26720,0.08493376497195647,0.16191802889418583
26721,0.4158275118650263,0.3797487285643568
26722,0.0422405634899621,0.06333238847522182
26723,0.6822582139539064,0.857202767918072
26724,0.12110877124647161,0.612330199540835
26725,0.04383961965367986,0.08698971066033048
26726,0.017314126645710033,0.042060949663001404
26727,0.32007843236151756,0.7860517686865002
26728,0.25422207190941254,0.5736132499049347
26729,0.09766665042427207,0.34807672265267886
26730,0.047858933144603356,0.23105166658143328
26731,0.018289439328700315,0.29507726756332714
26732,0.12086399300334677,0.10858673309073097
26733,0.9058274001527414,0.9572970302205962
26734,0.8233282902029768,0.27882571889053803
26735,0.14166624586722898,0.49300142088135557
26736,0.07151052699695484,0.1687124118944131
26737,0.09482723848437756,0.16445727103916047
26738,0.624762890748462,0.8537823819715138
26739,0.1276818541525744,0.26210372176885993
26740,0.1490015829896461,0.1451501632014337
26741,0.21090944079946708,0.9112982208240357
26742,0.15515008228760482,0.5038563302164896
26743,0.050743321064172266,0.5474077521425152
26744,0.07165719148057163,0.6776440157693241
26745,0.10095830548047396,0.9188491942482533
26746,0.11069866668396988,0.3488522595860777
26747,0.07762737758941675,0.2599639770552517
26748,0.08196664062442738,0.05709301511851094
26749,0.07797462198836728,0.6503313107176009
26750,0.6669589648142552,0.9061964716721335
26751,0.32257713763638207,0.7156467445186621
26752,0.018430939083381326,0.02071567413647252
26753,0.2014153123051514,0.6352428508007327
26754,0.09743616486818403,0.5086276745637389
26755,0.09692773059863563,0.31861234446630965
26756,0.016439013194662858,0.03838636434880453
26757,0.4659551240117454,0.5436251371981409
26758,0.668845688778695,0.9018814408824314
26759,0.042363818131537764,0.23544161076118833
26760,0.010231130716006743,0.026727169352275166
26761,0.13042682928687852,0.5637989539782641
26762,0.15010237497535403,0.8002270549545218
26763,0.8913010680549412,0.9788976223366621
26764,0.9363946760019639,0.9706392510456341
26765,0.033692141403532244,0.6816979533050406
26766,0.16649625124265224,0.18227096511333699
26767,0.793644620924522,0.7629949643231166
26768,0.01168100117192845,0.4005649552310912
26769,0.12444234002562872,0.12453059839386699
26770,0.11626823712034733,0.6417494946478435
26771,0.06900542693173532,0.19299594426874808
26772,0.10113279516067407,0.4842833334060552
26773,0.013477858188302305,0.48237809707770574
26774,0.03229180217101825,0.5249741067680175
26775,0.12591099018113902,0.5338705946712989
26776,0.31979357186680823,0.3148909931188785
26777,0.12085049596404498,0.8975594109670372
26778,0.11120231250232283,0.09804889801203379
26779,0.12020171527953252,0.518662617872165
26780,0.18335987602890294,0.9602608739318408
26781,0.04484424367441785,0.4297762551361289
26782,0.04590360071434821,0.3356108185858692
26783,0.06695188604909094,0.3414402815340156
26784,0.3503927225207414,0.8726834910438933
26785,0.3714389823442301,0.5943070853564293
26786,0.1502739212663173,0.3438304171462637
26787,0.11497833348603576,0.4828608642050926
26788,0.11474477423722552,0.9088905976113744
26789,0.013986728464831254,0.24594715131992922
26790,0.06455924632644544,0.3310454293658214
26791,0.05365728431231172,0.07968805338111062
26792,0.19678931922721177,0.77873662089954
26793,0.10844155571478639,0.8891777925405658
26794,0.7878329299120238,0.9064010466498668
26795,0.050227021379491275,0.9473474270687201
26796,0.063703481283857,0.09406453906973014
26797,0.09656218558640453,0.6437975996148257
26798,0.1380941445305525,0.12817855647460238
26799,0.23984651914810864,0.22520438588230157
26800,0.036250675023277855,0.919302749406769
26801,0.24421909627668512,0.36483936904269804
26802,0.1106263749172481,0.20911699456607905
26803,0.04905986712781188,0.16141070477865688
26804,0.0599517903566618,0.08035445488118266
26805,0.08602006466595938,0.20283088583958062
26806,0.06414455246723247,0.8769102376623427
26807,0.6473674151467493,0.9404992161994796
26808,0.280282493120966,0.6381536603002121
26809,0.6958990851351584,0.13974032116264398
26810,0.03253780325320076,0.07823963378416024
26811,0.05307709734644784,0.05917596146667837
26812,0.12823673122896068,0.7037697277952439
26813,0.31521073767815244,0.29852662610397174
26814,0.03428253170406515,0.4473243323908553
26815,0.06388194680566844,0.14823439973985192
26816,0.036724350666638685,0.1816695457852615
26817,0.1465538596576301,0.6885231976162599
26818,0.06634975833770891,0.2493649729404683
26819,0.35144250204505584,0.4378895555353545
26820,0.0959552417498174,0.29955372894259275
26821,0.11528339930743667,0.4692412599773781
26822,0.2186517627490879,0.6251091422092637
26823,0.4488285481022392,0.5170701596371519
26824,0.03983624002697341,0.6905811202857913
26825,0.39778625749881036,0.7538077750318208
26826,0.08410897669400606,0.7026132852082051
26827,0.05093115320622767,0.09590613100133741
26828,0.1668048953449266,0.6606823738657185
26829,0.5661505893693364,0.9041982696191961
26830,0.07415845503132504,0.667584919014962
26831,0.21248020083248048,0.8124612747613925
26832,0.11904553959291607,0.7846506582621352
26833,0.005851054181348753,0.23908132177480473
26834,0.12512710597649393,0.504683533030345
26835,0.37269412518808426,0.9006241079991364
26836,0.1516477024535764,0.6269450622979686
26837,0.041929439425588196,0.01600388093447072
26838,0.11002341052110698,0.43321376453698096
26839,0.13041605899211908,0.5045669082749558
26840,0.0864503690455141,0.10052894639436673
26841,0.32633480817812477,0.8246597900656942
26842,0.09186182199767355,0.23943922093392508
26843,0.04733990357000072,0.018971737212824576
26844,0.03337661290071326,0.41497496353328517
26845,0.06559303860638822,0.690822014894121
26846,0.06744415651106589,0.7198878825357484
26847,0.3072472927848381,0.0803298769494614
26848,0.03558695669535434,0.6727245870267419
26849,0.10720233968543703,0.5784393627619141
26850,0.6002283697992833,0.6811257331713598
26851,0.04174221995466944,0.06866681211585193
26852,0.03615907979493214,0.11180441624782235
26853,0.5279055795489813,0.5726967491304797
26854,0.017104638412900774,0.08145714500241284
26855,0.5970139658949596,0.8910179992946929
26856,0.1014058562553558,0.031670262785837615
26857,0.4144722958892596,0.19047642839994997
26858,0.13496841782888727,0.613033983865133
26859,0.08465485025542228,0.13079320959677532
26860,0.09915196731571974,0.08451014771532926
26861,0.06834907238922934,0.10974266376173265
26862,0.09490498160614108,0.23617852199626765
26863,0.22210025560875665,0.42546136730849515
26864,0.471753696478121,0.4611761183019386
26865,0.016319658315238145,0.04261867930148885
26866,0.23737512960809304,0.6635026714144439
26867,0.12227888086145319,0.22210666352012678
26868,0.739334847682725,0.9093929957781104
26869,0.11753039245198965,0.41691967164000093
26870,0.6379044781333311,0.8364757243124591
26871,0.045281475504862244,0.030448609647947045
26872,0.049713209672388,0.24802413061379064
26873,0.15428691741346295,0.8864601524022151
26874,0.0551307265037809,0.11554000349912959
26875,0.6509057720889337,0.9508624375375587
26876,0.04432009100430452,0.042609395386392475
26877,0.05848041699306093,0.10494299848307612
26878,0.1704652464947776,0.20581252097732664
26879,0.014745507148533394,0.025991841174132498
26880,0.052507106967389465,0.09622044432947346
26881,0.030678793534776302,0.11788709510519213
26882,0.03654605079055636,0.10990148458809385
26883,0.07912635501211641,0.30091375898360945
26884,0.07864790747396257,0.22072805154751224
26885,0.2036714402669889,0.8322643491415068
26886,0.08020189233411053,0.7256509151401168
26887,0.6706889644465812,0.89052543164577
26888,0.8701811921712813,0.9394125719716457
26889,0.06274671867062218,0.17525351270336695
26890,0.10926512963104379,0.3960488790744704
26891,0.339582046401765,0.5384823674440509
26892,0.11877641354880512,0.7693467780947756
26893,0.0650986565233988,0.17965173529047154
26894,0.13824377865851492,0.26254720382975555
26895,0.09625838183306418,0.8450403710829897
26896,0.05363028644156115,0.09390176561260238
26897,0.051919949741705905,0.3607900083643619
26898,0.243715200211464,0.6371836475523183
26899,0.05381361761500249,0.06833249657569476
26900,0.10205452774632977,0.27007786765919545
26901,0.009478436990136079,0.2898201892406102
26902,0.21383627093667978,0.9543924274312957
26903,0.18324692172155638,0.040450893154218875
26904,0.05752488161905037,0.3660130492870228
26905,0.32471498037217356,0.7680703561719956
26906,0.06925636375113316,0.3112816379817661
26907,0.013403899206617702,0.5543912082028517
26908,0.12010405822497872,0.7070250025339593
26909,0.08231833833770007,0.29569298800852223
26910,0.0959258858789891,0.2651756185515474
26911,0.05831330099597186,0.08894432136018944
26912,0.4793225389308956,0.9399677757463183
26913,0.7774288147068436,0.8777303372326817
26914,0.08508824737999371,0.17614196128002232
26915,0.14123202643400576,0.7374805779154182
26916,0.08240060495547837,0.36075782025207054
26917,0.006305640255863587,0.012649507465019865
26918,0.7138667660888327,0.9202525731861199
26919,0.2964606890901512,0.5960816775251896
26920,0.0409688535783141,0.1546723834499532
26921,0.14699411109881602,0.8574265460813226
26922,0.05398289524790939,0.750853901677946
26923,0.08284760758882927,0.46656783673928154
26924,0.6880029863192716,0.883626800557782
26925,0.10557770945043068,0.4804135957961578
